,Date,Open,Close,Range,Absolute,VIX,Actual Range (Absolute),Movement Predicted by VIX (%),Weekly Close Price Predicted by VIX (Upper End),Weekly Close Price Predicted by VIX (Lower End),Predicted Movement by VIX,Actual Movement
0,2004-11-22,44.75,45.290000915527344,-0.5400009155273438,,0.0,0.5400009155273438,0.0,44.75,45.290000915527344,0.0,-0.5400009155273438
1,2004-11-29,45.099998474121094,45.599998474121094,-0.5,,0.0,0.5,0.0,45.099998474121094,45.599998474121094,0.0,-0.5
2,2004-12-06,45.38999938964844,43.439998626708984,1.9500007629394531,,0.0,1.9500007629394531,0.0,45.38999938964844,43.439998626708984,0.0,1.9500007629394531
3,2004-12-13,43.61000061035156,44.189998626708984,-0.5799980163574219,,0.0,0.5799980163574219,0.0,43.61000061035156,44.189998626708984,0.0,-0.5799980163574219
4,2004-12-27,44.290000915527344,43.79999923706055,0.4900016784667969,,0.0,0.4900016784667969,0.0,44.290000915527344,43.79999923706055,0.0,0.4900016784667969
5,2005-01-03,42.97999954223633,41.84000015258789,1.1399993896484375,,0.0,1.1399993896484375,0.0,42.97999954223633,41.84000015258789,0.0,1.1399993896484375
6,2005-01-10,41.9900016784668,42.31999969482422,-0.3299980163574219,,0.0,0.3299980163574219,0.0,41.9900016784668,42.31999969482422,0.0,-0.3299980163574219
7,2005-01-24,42.7400016784668,42.689998626708984,0.0500030517578125,,0.0,0.0500030517578125,0.0,42.7400016784668,42.689998626708984,0.0,0.0500030517578125
8,2005-01-31,42.209999084472656,41.470001220703125,0.7399978637695312,,0.0,0.7399978637695312,0.0,42.209999084472656,41.470001220703125,0.0,0.7399978637695312
9,2005-02-07,41.54999923706055,42.08000183105469,-0.5300025939941406,,0.0,0.5300025939941406,0.0,41.54999923706055,42.08000183105469,0.0,-0.5300025939941406
10,2005-02-14,42.41999816894531,42.75,-0.3300018310546875,,0.0,0.3300018310546875,0.0,42.41999816894531,42.75,0.0,-0.3300018310546875
11,2005-02-28,43.68000030517578,43.380001068115234,0.2999992370605469,,0.0,0.2999992370605469,0.0,43.68000030517578,43.380001068115234,0.0,0.2999992370605469
12,2005-03-07,43.31999969482422,44.43000030517578,-1.1100006103515625,,0.0,1.1100006103515625,0.0,43.31999969482422,44.43000030517578,0.0,-1.1100006103515625
13,2005-03-14,44.2599983215332,43.88999938964844,0.3699989318847656,,0.0,0.3699989318847656,0.0,44.2599983215332,43.88999938964844,0.0,0.3699989318847656
14,2005-03-28,42.459999084472656,42.619998931884766,-0.15999984741210938,,0.0,0.15999984741210938,0.0,42.459999084472656,42.619998931884766,0.0,-0.15999984741210938
15,2005-04-04,42.43000030517578,42.689998626708984,-0.2599983215332031,,0.0,0.2599983215332031,0.0,42.43000030517578,42.689998626708984,0.0,-0.2599983215332031
16,2005-04-11,42.84000015258789,42.400001525878906,0.4399986267089844,,0.0,0.4399986267089844,0.0,42.84000015258789,42.400001525878906,0.0,0.4399986267089844
17,2005-04-18,42.54999923706055,43.38999938964844,-0.8400001525878906,,0.0,0.8400001525878906,0.0,42.54999923706055,43.38999938964844,0.0,-0.8400001525878906
18,2005-04-25,43.349998474121094,43.349998474121094,0.0,,0.0,0.0,0.0,43.349998474121094,43.349998474121094,0.0,0.0
19,2005-05-02,43.130001068115234,42.52000045776367,0.6100006103515625,,0.0,0.6100006103515625,0.0,43.130001068115234,42.52000045776367,0.0,0.6100006103515625
20,2005-05-09,42.540000915527344,41.95000076293945,0.5900001525878906,,0.0,0.5900001525878906,0.0,42.540000915527344,41.95000076293945,0.0,0.5900001525878906
21,2005-05-16,41.77000045776367,41.650001525878906,0.11999893188476562,,0.0,0.11999893188476562,0.0,41.77000045776367,41.650001525878906,0.0,0.11999893188476562
22,2005-05-23,41.689998626708984,41.880001068115234,-0.19000244140625,,0.0,0.19000244140625,0.0,41.689998626708984,41.880001068115234,0.0,-0.19000244140625
23,2005-06-06,42.560001373291016,42.619998931884766,-0.05999755859375,,0.0,0.05999755859375,0.0,42.560001373291016,42.619998931884766,0.0,-0.05999755859375
24,2005-06-13,42.81999969482422,43.630001068115234,-0.8100013732910156,,0.0,0.8100013732910156,0.0,42.81999969482422,43.630001068115234,0.0,-0.8100013732910156
25,2005-06-20,43.939998626708984,43.900001525878906,0.039997100830078125,,0.0,0.039997100830078125,0.0,43.939998626708984,43.900001525878906,0.0,0.039997100830078125
26,2005-06-27,43.900001525878906,42.70000076293945,1.2000007629394531,,0.0,1.2000007629394531,0.0,43.900001525878906,42.70000076293945,0.0,1.2000007629394531
27,2005-07-11,42.33000183105469,42.04999923706055,0.2800025939941406,,0.0,0.2800025939941406,0.0,42.33000183105469,42.04999923706055,0.0,0.2800025939941406
28,2005-07-18,41.959999084472656,42.45000076293945,-0.4900016784667969,,0.0,0.4900016784667969,0.0,41.959999084472656,42.45000076293945,0.0,-0.4900016784667969
29,2005-07-25,42.459999084472656,42.81999969482422,-0.3600006103515625,,0.0,0.3600006103515625,0.0,42.459999084472656,42.81999969482422,0.0,-0.3600006103515625
30,2005-08-01,43.08000183105469,43.599998474121094,-0.5199966430664062,,0.0,0.5199966430664062,0.0,43.08000183105469,43.599998474121094,0.0,-0.5199966430664062
31,2005-08-08,43.52000045776367,44.4900016784668,-0.970001220703125,,0.0,0.970001220703125,0.0,43.52000045776367,44.4900016784668,0.0,-0.970001220703125
32,2005-08-15,44.189998626708984,43.599998474121094,0.5900001525878906,,0.0,0.5900001525878906,0.0,44.189998626708984,43.599998474121094,0.0,0.5900001525878906
33,2005-08-22,43.84000015258789,43.61000061035156,0.22999954223632812,,0.0,0.22999954223632812,0.0,43.84000015258789,43.61000061035156,0.0,0.22999954223632812
34,2005-08-29,43.810001373291016,44.25,-0.4399986267089844,,0.0,0.4399986267089844,0.0,43.810001373291016,44.25,0.0,-0.4399986267089844
35,2005-09-12,44.68000030517578,45.81999969482422,-1.1399993896484375,,0.0,1.1399993896484375,0.0,44.68000030517578,45.81999969482422,0.0,-1.1399993896484375
36,2005-09-19,46.27000045776367,46.279998779296875,-0.009998321533203125,,0.0,0.009998321533203125,0.0,46.27000045776367,46.279998779296875,0.0,-0.009998321533203125
37,2005-09-26,45.84000015258789,46.70000076293945,-0.8600006103515625,,0.0,0.8600006103515625,0.0,45.84000015258789,46.70000076293945,0.0,-0.8600006103515625
38,2005-10-03,46.619998931884766,47.36000061035156,-0.7400016784667969,,0.0,0.7400016784667969,0.0,46.619998931884766,47.36000061035156,0.0,-0.7400016784667969
39,2005-10-10,47.310001373291016,46.79999923706055,0.5100021362304688,,0.0,0.5100021362304688,0.0,47.310001373291016,46.79999923706055,0.0,0.5100021362304688
40,2005-10-17,47.2599983215332,46.52000045776367,0.7399978637695312,,0.0,0.7399978637695312,0.0,47.2599983215332,46.52000045776367,0.0,0.7399978637695312
41,2005-10-24,46.38999938964844,47.220001220703125,-0.8300018310546875,,0.0,0.8300018310546875,0.0,46.38999938964844,47.220001220703125,0.0,-0.8300018310546875
42,2005-10-31,47.02000045776367,45.5099983215332,1.5100021362304688,,0.0,1.5100021362304688,0.0,47.02000045776367,45.5099983215332,0.0,1.5100021362304688
43,2005-11-07,45.66999816894531,46.79999923706055,-1.1300010681152344,,0.0,1.1300010681152344,0.0,45.66999816894531,46.79999923706055,0.0,-1.1300010681152344
44,2005-11-14,46.560001373291016,48.459999084472656,-1.8999977111816406,,0.0,1.8999977111816406,0.0,46.560001373291016,48.459999084472656,0.0,-1.8999977111816406
45,2005-11-21,48.689998626708984,49.41999816894531,-0.7299995422363281,,0.0,0.7299995422363281,0.0,48.689998626708984,49.41999816894531,0.0,-0.7299995422363281
46,2005-11-28,49.29999923706055,50.31999969482422,-1.0200004577636719,,0.0,1.0200004577636719,0.0,49.29999923706055,50.31999969482422,0.0,-1.0200004577636719
47,2005-12-05,50.43000030517578,52.400001525878906,-1.970001220703125,,0.0,1.970001220703125,0.0,50.43000030517578,52.400001525878906,0.0,-1.970001220703125
48,2005-12-12,53.09000015258789,50.09000015258789,3.0,,0.0,3.0,0.0,53.09000015258789,50.09000015258789,0.0,3.0
49,2005-12-19,50.58000183105469,50.119998931884766,0.4600028991699219,,0.0,0.4600028991699219,0.0,50.58000183105469,50.119998931884766,0.0,0.4600028991699219
50,2006-01-09,53.459999084472656,55.439998626708984,-1.9799995422363281,,0.0,1.9799995422363281,0.0,53.459999084472656,55.439998626708984,0.0,-1.9799995422363281
51,2006-01-23,55.59000015258789,55.630001068115234,-0.04000091552734375,,0.0,0.04000091552734375,0.0,55.59000015258789,55.630001068115234,0.0,-0.04000091552734375
52,2006-01-30,55.970001220703125,56.5,-0.529998779296875,,0.0,0.529998779296875,0.0,55.970001220703125,56.5,0.0,-0.529998779296875
53,2006-02-06,56.7599983215332,54.790000915527344,1.9699974060058594,,0.0,1.9699974060058594,0.0,56.7599983215332,54.790000915527344,0.0,1.9699974060058594
54,2006-02-13,54.63999938964844,54.959999084472656,-0.31999969482421875,,0.0,0.31999969482421875,0.0,54.63999938964844,54.959999084472656,0.0,-0.31999969482421875
55,2006-02-27,55.2599983215332,56.279998779296875,-1.0200004577636719,,0.0,1.0200004577636719,0.0,55.2599983215332,56.279998779296875,0.0,-1.0200004577636719
56,2006-03-06,56.40999984741211,53.83000183105469,2.579998016357422,,0.0,2.579998016357422,0.0,56.40999984741211,53.83000183105469,0.0,2.579998016357422
57,2006-03-13,54.09000015258789,55.119998931884766,-1.029998779296875,,0.0,1.029998779296875,0.0,54.09000015258789,55.119998931884766,0.0,-1.029998779296875
58,2006-03-20,55.0099983215332,55.709999084472656,-0.7000007629394531,,0.0,0.7000007629394531,0.0,55.0099983215332,55.709999084472656,0.0,-0.7000007629394531
59,2006-03-27,56.18000030517578,58.099998474121094,-1.9199981689453125,,0.0,1.9199981689453125,0.0,56.18000030517578,58.099998474121094,0.0,-1.9199981689453125
60,2006-04-03,58.619998931884766,58.59000015258789,0.029998779296875,,0.0,0.029998779296875,0.0,58.619998931884766,58.59000015258789,0.0,0.029998779296875
61,2006-04-17,60.380001068115234,63.20000076293945,-2.8199996948242188,,0.0,2.8199996948242188,0.0,60.380001068115234,63.20000076293945,0.0,-2.8199996948242188
62,2006-04-24,62.349998474121094,65.08999633789062,-2.7399978637695312,,0.0,2.7399978637695312,0.0,62.349998474121094,65.08999633789062,0.0,-2.7399978637695312
63,2006-05-01,65.68000030517578,67.98999786376953,-2.30999755859375,,0.0,2.30999755859375,0.0,65.68000030517578,67.98999786376953,0.0,-2.30999755859375
64,2006-05-08,67.19999694824219,71.12000274658203,-3.9200057983398438,,0.0,3.9200057983398438,0.0,67.19999694824219,71.12000274658203,0.0,-3.9200057983398438
65,2006-05-15,68.68000030517578,65.58000183105469,3.0999984741210938,,0.0,3.0999984741210938,0.0,68.68000030517578,65.58000183105469,0.0,3.0999984741210938
66,2006-05-22,64.41999816894531,65.0999984741211,-0.6800003051757812,,0.0,0.6800003051757812,0.0,64.41999816894531,65.0999984741211,0.0,-0.6800003051757812
67,2006-06-05,63.81999969482422,60.45000076293945,3.3699989318847656,,0.0,3.3699989318847656,0.0,63.81999969482422,60.45000076293945,0.0,3.3699989318847656
68,2006-06-12,60.779998779296875,57.68000030517578,3.0999984741210938,,0.0,3.0999984741210938,0.0,60.779998779296875,57.68000030517578,0.0,3.0999984741210938
69,2006-06-19,56.849998474121094,57.9900016784668,-1.1400032043457031,,0.0,1.1400032043457031,0.0,56.849998474121094,57.9900016784668,0.0,-1.1400032043457031
70,2006-06-26,58.25,61.22999954223633,-2.979999542236328,,0.0,2.979999542236328,0.0,58.25,61.22999954223633,0.0,-2.979999542236328
71,2006-07-03,61.959999084472656,62.630001068115234,-0.6700019836425781,,0.0,0.6700019836425781,0.0,61.959999084472656,62.630001068115234,0.0,-0.6700019836425781
72,2006-07-10,62.130001068115234,65.8499984741211,-3.7199974060058594,,0.0,3.7199974060058594,0.0,62.130001068115234,65.8499984741211,0.0,-3.7199974060058594
73,2006-07-17,64.79000091552734,61.709999084472656,3.0800018310546875,,0.0,3.0800018310546875,0.0,64.79000091552734,61.709999084472656,0.0,3.0800018310546875
74,2006-07-24,60.630001068115234,63.11000061035156,-2.479999542236328,,0.0,2.479999542236328,0.0,60.630001068115234,63.11000061035156,0.0,-2.479999542236328
75,2006-07-31,63.119998931884766,64.27999877929688,-1.1599998474121094,,0.0,1.1599998474121094,0.0,63.119998931884766,64.27999877929688,0.0,-1.1599998474121094
76,2006-08-07,64.47000122070312,62.709999084472656,1.7600021362304688,,0.0,1.7600021362304688,0.0,64.47000122070312,62.709999084472656,0.0,1.7600021362304688
77,2006-08-14,62.38999938964844,61.040000915527344,1.3499984741210938,,0.0,1.3499984741210938,0.0,62.38999938964844,61.040000915527344,0.0,1.3499984741210938
78,2006-08-21,62.09000015258789,61.77000045776367,0.31999969482421875,,0.0,0.31999969482421875,0.0,62.09000015258789,61.77000045776367,0.0,0.31999969482421875
79,2006-08-28,61.79999923706055,62.13999938964844,-0.3400001525878906,,0.0,0.3400001525878906,0.0,61.79999923706055,62.13999938964844,0.0,-0.3400001525878906
80,2006-09-11,58.849998474121094,57.400001525878906,1.4499969482421875,,0.0,1.4499969482421875,0.0,58.849998474121094,57.400001525878906,0.0,1.4499969482421875
