,Date,Open,Close,Range,Absolute,VIX,Actual Range (Absolute),Movement Predicted by VIX (%),Weekly Close Price Predicted by VIX (Upper End),Weekly Close Price Predicted by VIX (Lower End),Predicted Movement by VIX,Actual Movement
0,2003-03-17,7.989999771118164,8.390000343322754,-0.40000057220458984,,0.0,0.40000057220458984,0.0,7.989999771118164,8.390000343322754,0.0,-0.40000057220458984
1,2003-03-24,8.260000228881836,8.40999984741211,-0.14999961853027344,,0.0,0.14999961853027344,0.0,8.260000228881836,8.40999984741211,0.0,-0.14999961853027344
2,2003-03-31,8.369999885559082,9.09000015258789,-0.7200002670288086,,0.0,0.7200002670288086,0.0,8.369999885559082,9.09000015258789,0.0,-0.7200002670288086
3,2003-04-07,9.5,8.869999885559082,0.630000114440918,,0.0,0.630000114440918,0.0,9.5,8.869999885559082,0.0,0.630000114440918
4,2003-04-21,9.84000015258789,9.539999961853027,0.3000001907348633,,0.0,0.3000001907348633,0.0,9.84000015258789,9.539999961853027,0.0,0.3000001907348633
5,2003-04-28,9.539999961853027,10.119999885559082,-0.5799999237060547,,0.0,0.5799999237060547,0.0,9.539999961853027,10.119999885559082,0.0,-0.5799999237060547
6,2003-05-05,10.170000076293945,10.670000076293945,-0.5,,0.0,0.5,0.0,10.170000076293945,10.670000076293945,0.0,-0.5
7,2003-05-12,10.649999618530273,10.470000267028809,0.17999935150146484,,0.0,0.17999935150146484,0.0,10.649999618530273,10.470000267028809,0.0,0.17999935150146484
8,2003-05-19,10.1899995803833,10.520000457763672,-0.3300008773803711,,0.0,0.3300008773803711,0.0,10.1899995803833,10.520000457763672,0.0,-0.3300008773803711
9,2003-06-02,10.539999961853027,11.0600004196167,-0.5200004577636719,,0.0,0.5200004577636719,0.0,10.539999961853027,11.0600004196167,0.0,-0.5200004577636719
10,2003-06-09,11.1899995803833,11.09000015258789,0.09999942779541016,,0.0,0.09999942779541016,0.0,11.1899995803833,11.09000015258789,0.0,0.09999942779541016
11,2003-06-16,11.199999809265137,10.670000076293945,0.5299997329711914,,0.0,0.5299997329711914,0.0,11.199999809265137,10.670000076293945,0.0,0.5299997329711914
12,2003-06-23,10.569999694824219,10.609999656677246,-0.039999961853027344,,0.0,0.039999961853027344,0.0,10.569999694824219,10.609999656677246,0.0,-0.039999961853027344
13,2003-07-07,10.899999618530273,10.850000381469727,0.049999237060546875,,0.0,0.049999237060546875,0.0,10.899999618530273,10.850000381469727,0.0,0.049999237060546875
14,2003-07-14,11.050000190734863,11.119999885559082,-0.06999969482421875,,0.0,0.06999969482421875,0.0,11.050000190734863,11.119999885559082,0.0,-0.06999969482421875
15,2003-07-21,11.100000381469727,11.3100004196167,-0.21000003814697266,,0.0,0.21000003814697266,0.0,11.100000381469727,11.3100004196167,0.0,-0.21000003814697266
16,2003-07-28,11.3100004196167,10.479999542236328,0.8300008773803711,,0.0,0.8300008773803711,0.0,11.3100004196167,10.479999542236328,0.0,0.8300008773803711
17,2003-08-04,10.220000267028809,10.9399995803833,-0.7199993133544922,,0.0,0.7199993133544922,0.0,10.220000267028809,10.9399995803833,0.0,-0.7199993133544922
18,2003-08-11,11.010000228881836,11.199999809265137,-0.18999958038330078,,0.0,0.18999958038330078,0.0,11.010000228881836,11.199999809265137,0.0,-0.18999958038330078
