,Date,Numbers of Stocks,declining,advancing,dec_vol,adv_vol,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,TRIN,future,mAvg,TRIN_prev
101,2015-05-11,2035.0,2035.0,1115.0,1863211221.0,1067070149.0,2108.9,2113.0,2096.0,2098.0,10.6,2097.8,3856.0,119375.0,-0.0442566662791158,2098.0,-0.0861349697383864,-0.3357050292777855
102,2015-05-12,1709.0,1709.0,1414.0,1751269362.0,1306735869.0,2098.3,2100.7,2079.7,2095.0,2.8,2095.0,6483.0,119907.0,0.1033227133504058,2095.0,-0.06895424011176324,-0.0442566662791158
103,2015-05-13,1391.0,1391.0,1753.0,1505978907.0,1762331610.0,2096.0,2106.2,2091.8,2094.5,0.5,2094.5,7610.0,121328.0,0.0741111055868357,2094.5,-0.062362909292871936,0.1033227133504058
104,2015-05-14,767.0,767.0,2380.0,1026971449.0,2107804806.0,2096.0,2118.0,2092.2,2117.5,23.1,2117.6,6988.0,123818.0,0.4133360658511871,2117.5,-0.031821591453334214,0.0741111055868357
105,2015-05-15,1320.0,1320.0,1797.0,1283701392.0,1722474876.0,2117.1,2122.7,2113.5,2119.0,1.3,2118.9,4186.0,124352.0,0.0144723506539889,2119.0,-0.026329575826651706,0.4133360658511871
106,2015-05-18,1375.0,1375.0,1768.0,1239196084.0,1572297740.0,2118.9,2128.5,2112.5,2126.0,7.0,2125.9,2635.0,126279.0,0.013320005000816,2126.0,-0.034473255352024196,0.0144723506539889
107,2015-05-19,1879.0,1879.0,1265.0,1996839773.0,1206281961.0,2126.2,2133.7,2121.8,2124.5,1.3,2124.6,4661.0,126840.0,0.1083553496263051,2124.5,-0.03372415100566435,0.013320005000816
108,2015-05-20,1491.0,1491.0,1607.0,1465432608.0,1459395079.0,2124.0,2132.0,2119.5,2122.2,2.1,2122.5,2586.0,127595.0,0.0790505250037647,2122.2,-0.03973873650616994,0.1083553496263051
109,2015-05-21,1394.0,1394.0,1730.0,1170076247.0,1845594962.0,2120.0,2131.5,2115.3,2128.5,5.5,2128.0,1842.0,126505.0,-0.2397886869043715,2128.5,-0.07462308608384484,0.0790505250037647
110,2015-05-22,1947.0,1947.0,1144.0,1618692225.0,885400607.0,2129.0,2130.6,2122.8,2125.0,3.4,2124.6,1368.0,125502.0,0.0715747943951055,2125.0,-0.0454699891101762,-0.2397886869043715
111,2015-05-26,2506.0,2506.0,666.0,2811662629.0,448272486.0,2123.7,2126.7,2096.2,2105.2,19.7,2104.9,8861.0,125223.0,0.5109765301569242,2105.2,-0.03075908834352932,0.0715747943951055
112,2015-05-27,837.0,837.0,2316.0,829605097.0,2212472335.0,2103.4,2124.0,2101.3,2120.5,16.0,2120.9,5850.0,126251.0,0.0368566961755301,2120.5,-0.029290063223242572,0.5109765301569242
113,2015-05-28,1808.0,1808.0,1308.0,1734186128.0,1134543498.0,2121.4,2122.5,2110.5,2122.0,0.8,2121.7,3094.0,128120.0,0.1005858382943747,2122.0,-0.01797690806511766,0.0368566961755301
114,2015-05-29,2142.0,2142.0,990.0,2646267029.0,1094468744.0,2121.6,2122.7,2102.5,2107.8,15.7,2106.0,4993.0,128017.0,0.1110905904703487,2107.8,-0.014587038117086299,0.1005858382943747
115,2015-06-01,1466.0,1466.0,1668.0,1408844548.0,1525312764.0,2105.8,2117.5,2100.2,2109.5,3.2,2109.2,3403.0,126970.0,0.0496581192313451,2109.5,0.008076400422899005,0.1110905904703487
116,2015-06-02,1439.0,1439.0,1699.0,1100021769.0,1862684681.0,2111.4,2115.7,2094.7,2106.7,2.5,2106.7,4170.0,127314.0,-0.3605974395466121,2106.7,0.0052619254166615895,0.0496581192313451
117,2015-06-03,1552.0,1552.0,1586.0,1430325413.0,1561919570.0,2107.0,2120.5,2107.0,2116.5,9.3,2116.0,5012.0,126222.0,-0.0663428770407084,2116.5,0.022377851299833426,-0.3605974395466121
118,2015-06-04,2412.0,2412.0,721.0,2634043515.0,511687224.0,2115.6,2116.2,2091.5,2098.8,17.1,2098.9,12714.0,126180.0,0.4309894343609735,2098.8,0.050005858319940574,-0.0663428770407084
119,2015-06-05,1671.0,1671.0,1481.0,1479682944.0,1715584777.0,2099.0,2102.5,2084.0,2092.3,6.7,2092.2,6812.0,134894.0,-0.2686308768692211,2092.3,0.03917005431379225,0.4309894343609735
120,2015-06-08,2191.0,2191.0,931.0,2062744421.0,779610709.0,2092.0,2093.2,2076.3,2078.8,14.0,2078.2,4095.0,139423.0,0.1171438519499189,2078.8,0.04623955291491768,-0.2686308768692211
121,2015-06-09,2011.0,2011.0,1107.0,1588623509.0,1337717852.0,2080.7,2084.5,2068.9,2080.3,1.9,2080.1,10967.0,140427.0,-0.4250755999163619,2080.3,0.0224748542851658,0.1171438519499189
122,2015-06-10,892.0,892.0,2256.0,594654395.0,2722248398.0,2081.0,2107.5,2080.3,2106.5,26.8,2106.9,13849.0,140956.0,-0.5933505666561127,2106.5,0.010763693495241831,-0.4250755999163619
123,2015-06-11,1227.0,1227.0,1928.0,1392697860.0,1652035107.0,2104.0,2114.0,2103.5,2108.5,2.3,2109.2,26294.0,141985.0,0.2811458768680572,2108.5,0.025554718183749693,-0.5933505666561127
124,2015-06-12,2009.0,2009.0,1111.0,1927884683.0,673418409.0,2100.0,2102.0,2090.5,2093.3,16.1,2093.1,29522.0,130167.0,0.4594352427387506,2093.3,0.04174165133776537,0.2811458768680572
125,2015-06-15,2024.0,2024.0,1125.0,2200026816.0,770116598.0,2080.0,2086.7,2073.0,2084.5,9.1,2084.0,41555.0,122409.0,0.4623901832361941,2084.5,0.05939070032182711,0.4594352427387506
126,2015-06-16,1140.0,1140.0,1994.0,952818853.0,1852607383.0,2083.0,2097.5,2082.5,2096.5,13.4,2097.4,33169.0,100782.0,-0.1058101080996428,2096.5,0.03579314696042575,0.4623901832361941
127,2015-06-17,1491.0,1491.0,1655.0,1276132446.0,1850374315.0,2100.5,2106.9,2089.0,2098.0,0.1,2097.5,20160.0,87641.0,-0.2672000006681738,2098.0,0.02298985826396381,-0.1058101080996428
128,2015-06-18,1050.0,1050.0,2111.0,968260852.0,2524923409.0,2106.5,2126.0,2106.0,2123.5,25.5,2123.0,13945.0,83791.0,-0.2600928773020783,2123.5,0.010561999977468615,-0.2672000006681738
