,Date,Open,Close,Range,Absolute,VIX,Actual Range (Absolute),Movement Predicted by VIX (%),Weekly Close Price Predicted by VIX (Upper End),Weekly Close Price Predicted by VIX (Lower End),Predicted Movement by VIX,Actual Movement
0,2003-03-17,1021.969970703125,1093.1199951171875,-71.1500244140625,,42.29,71.1500244140625,4.949670114924361,1072.5541129265187,1039.0141613986093,50.584142223393826,-71.1500244140625
1,2003-03-24,1064.6500244140625,1046.719970703125,17.9300537109375,,41.27,17.9300537109375,4.8302881447843085,1116.0756883267782,996.1603800491621,51.42566391271571,17.9300537109375
2,2003-03-31,1028.4300537109375,1050.699951171875,-22.2698974609375,,39.16,22.2698974609375,4.583331324200472,1075.5664105101628,1002.5428911864554,47.13635679922514,-22.2698974609375
3,2003-04-07,1089.9300537109375,1026.1500244140625,63.780029296875,,37.51,63.780029296875,4.390213431326857,1137.7803093210232,981.0998482166725,47.85025561008561,63.780029296875
4,2003-04-21,1083.75,1083.18994140625,0.56005859375,,32.22,0.56005859375,3.7710657626593265,1124.6189252028205,1042.3421363813093,40.86892520282045,0.56005859375
5,2003-04-28,1086.5799560546875,1136.3499755859375,-49.77001953125,,29.98,49.77001953125,3.508893592939994,1124.7068905148608,1096.4766640992273,38.12693446017313,-49.77001953125
6,2003-05-05,1139.5999755859375,1143.550048828125,-3.9500732421875,,29.71,3.9500732421875,3.4772924831970387,1179.2271998755025,1103.7854689386286,39.62722428956509,-3.9500732421875
7,2003-05-12,1141.0799560546875,1154.47998046875,-13.4000244140625,,29.53,13.4000244140625,3.4562250767017355,1180.5182476410669,1114.5785538782877,39.43829158637925,-13.4000244140625
8,2003-05-19,1146.739990234375,1130.050048828125,16.68994140625,,28.08,16.68994140625,3.2865154132673458,1184.427776763528,1092.9107797957536,37.687786529153186,16.68994140625
9,2003-06-02,1210.77001953125,1213.1099853515625,-2.3399658203125,,31.26,2.3399658203125,3.6587062613510413,1255.068538046401,1168.7258543604303,44.298518515151066,-2.3399658203125
10,2003-06-09,1206.949951171875,1203.9100341796875,3.0399169921875,,34.37,3.0399169921875,4.022704229131007,1255.5019779011607,1155.4802943198088,48.55202672928563,3.0399169921875
11,2003-06-16,1211.5799560546875,1223.4000244140625,-11.820068359375,,30.73,11.820068359375,3.596674453337092,1255.1565428158592,1179.3983082738423,43.57658676117171,-11.820068359375
12,2003-06-23,1220.18994140625,1205.239990234375,14.949951171875,,29.07,14.949951171875,3.402386148991515,1261.705514964044,1164.233071744534,41.515573557793935,14.949951171875
13,2003-07-07,1250.030029296875,1280.5699462890625,-30.5399169921875,,31.24,30.5399169921875,3.6563654384071183,1295.7356952577964,1233.7476293583206,45.705665960921316,-30.5399169921875
14,2003-07-14,1301.18994140625,1259.9100341796875,41.2799072265625,,31.08,41.2799072265625,3.6376388548557372,1348.5225322903182,1214.0790572401409,47.33259088406835,41.2799072265625
